ปูไข่ดอง,ยำถั่วพูกุ้งสด,ใบเหลียงผัดไข่,,,,
ใบเหลียงผัดไข่,กระเช้าน้ำพริก,ยำถั่วพูกุ้งสด,,,,
ยำกุนเชียง,ใบเหลียงผัดไข่,ปลาแห้งแตงโม,ทะเลลวกจิ้ม,กระเช้าน้ำพริก,,
ยำถั่วพูกุ้งสด,ปูไข่ดอง,ยำถั่วพูกุ้งสด,ปลาแห้งแตงโม,ยำกุนเชียง,,
ใบเหลียงผัดไข่,กระเช้าน้ำพริก,ยำดอกไม้,ปลาแห้งแตงโม,ยำดอกไม้,,
ยำถั่วพูกุ้งสด,กระเช้าน้ำพริก,ปูไข่ดอง,กระเช้าน้ำพริก,ใบเหลียงผัดไข่,,
ปอเปี๊ยะทอด,,ยำกุนเชียง,ใบเหลียงผัดไข่,ยำกุนเชียง,,
ใบเหลียงผัดไข่,กระเช้าน้ำพริก,ใบเหลียงผัดไข่,กระเช้าน้ำพริก,ปลาแห้งแตงโม,,
ใบเหลียงผัดไข่,กระเช้าน้ำพริก,ทะเลลวกจิ้ม,ปูไข่ดอง,ทะเลลวกจิ้ม,,
ทะเลลวกจิ้ม,กระเช้าน้ำพริก,ยำกุนเชียง,กระเช้าน้ำพริก,ปอเปี๊ยะทอด,,
ปอเปี๊ยะทอด,กระเช้าน้ำพริก,ยำถั่วพูกุ้งสด,ใบเหลียงผัดไข่,ยำกุนเชียง,กระเช้าน้ำพริก,ใบเหลียงผัดไข่
กระเช้าน้ำพริก,ปอเปี๊ยะทอด,,กระเช้าน้ำพริก,ปูไข่ดอง,,
ยำกุนเชียง,ปลาแห้งแตงโม,ทะเลลวกจิ้ม,ใบเหลียงผัดไข่,,,
ยำกุนเชียง,ใบเหลียงผัดไข่,กระเช้าน้ำพริก,ปอเปี๊ยะทอด,ปลาแห้งแตงโม,ยำถั่วพูกุ้งสด,ปูไข่ดอง
ปูไข่ดอง,ทะเลลวกจิ้ม,ปอเปี๊ยะทอด,ยำถั่วพูกุ้งสด,,,
ปอเปี๊ยะทอด,ปลาแห้งแตงโม,,,,,
ปูไข่ดอง,ทะเลลวกจิ้ม,ปอเปี๊ยะทอด,ยำถั่วพูกุ้งสด,ปลาแห้งแตงโม,,
ปลาแห้งแตงโม,ยำดอกไม้,ปอเปี๊ยะทอด,ปูไข่ดอง,,,
กระเช้าน้ำพริก,ใบเหลียงผัดไข่,ยำถั่วพูกุ้งสด,ยำดอกไม้,ยำกุนเชียง,,
ใบเหลียงผัดไข่,ยำกุนเชียง,ปูไข่ดอง,ยำถั่วพูกุ้งสด,ปลาแห้งแตงโม,ปอเปี๊ยะทอด,
กระเช้าน้ำพริก,ปลาแห้งแตงโม,ยำกุนเชียง,ทะเลลวกจิ้ม,ยำดอกไม้,ปอเปี๊ยะทอด,ปูไข่ดอง
ปูไข่ดอง,ทะเลลวกจิ้ม,ปอเปี๊ยะทอด,ยำถั่วพูกุ้งสด,ปลาแห้งแตงโม,,
กระเช้าน้ำพริก,ปอเปี๊ยะทอด,ทะเลลวกจิ้ม,ใบเหลียงผัดไข่,ยำกุนเชียง,ปลาแห้งแตงโม,ยำถั่วพูกุ้งสด
ใบเหลียงผัดไข่,ยำกุนเชียง,ยำดอกไม้,กระเช้าน้ำพริก,ทะเลลวกจิ้ม,,
กระเช้าน้ำพริก,ปูไข่ดอง,ยำถั่วพูกุ้งสด,ทะเลลวกจิ้ม,,,
ใบเหลียงผัดไข่,,,,,,
ยำดอกไม้,ยำกุนเชียง,กระเช้าน้ำพริก,ทะเลลวกจิ้ม,,,
ทะเลลวกจิ้ม,กระเช้าน้ำพริก,ใบเหลียงผัดไข่,ยำกุนเชียง,,,
ใบเหลียงผัดไข่,กระเช้าน้ำพริก,ยำถั่วพูกุ้งสด,ทะเลลวกจิ้ม,,,
ยำกุนเชียง,ใบเหลียงผัดไข่,ปลาแห้งแตงโม,ยำดอกไม้,,,
กระเช้าน้ำพริก,ปูไข่ดอง,ทะเลลวกจิ้ม,ใบเหลียงผัดไข่,ยำกุนเชียง,ปอเปี๊ยะทอด,
ทะเลลวกจิ้ม,ยำดอกไม้,ปูไข่ดอง,ใบเหลียงผัดไข่,,,
ปูไข่ดอง,ปอเปี๊ยะทอด,ปลาแห้งแตงโม,ใบเหลียงผัดไข่,ยำถั่วพูกุ้งสด,ยำดอกไม้,ทะเลลวกจิ้ม
ปอเปี๊ยะทอด,กระเช้าน้ำพริก,ปูไข่ดอง,ทะเลลวกจิ้ม,ยำกุนเชียง,,
ปูไข่ดอง,กระเช้าน้ำพริก,ใบเหลียงผัดไข่,ยำกุนเชียง,ปลาแห้งแตงโม,,
ปูไข่ดอง,ยำถั่วพูกุ้งสด,ใบเหลียงผัดไข่,,,,
ใบเหลียงผัดไข่,กระเช้าน้ำพริก,ยำถั่วพูกุ้งสด,,,,
ยำกุนเชียง,ใบเหลียงผัดไข่,ปลาแห้งแตงโม,ทะเลลวกจิ้ม,กระเช้าน้ำพริก,,
ใบเหลียงผัดไข่,ปูไข่ดอง,ยำถั่วพูกุ้งสด,ปลาแห้งแตงโม,ยำกุนเชียง,,
ใบเหลียงผัดไข่,กระเช้าน้ำพริก,ยำถั่วพูกุ้งสด,,,,
ใบเหลียงผัดไข่,กระเช้าน้ำพริก,ยำถั่วพูกุ้งสด,,,,
ปอเปี๊ยะทอด,,,,,,
ใบเหลียงผัดไข่,กระเช้าน้ำพริก,ยำถั่วพูกุ้งสด,,,,
กระเช้าน้ำพริก,ปูไข่ดอง,ยำถั่วพูกุ้งสด,,,,
กระเช้าน้ำพริก,ใบเหลียงผัดไข่,,,,,
ยำถั่วพูกุ้งสด,ใบเหลียงผัดไข่,ยำถั่วพูกุ้งสด,ปูไข่ดอง,ยำดอกไม้,กระเช้าน้ำพริก,ใบเหลียงผัดไข่
กระเช้าน้ำพริก,ยำถั่วพูกุ้งสด,,,,,
ใบเหลียงผัดไข่,ปลาแห้งแตงโม,ทะเลลวกจิ้ม,,,,
ปูไข่ดอง,ยำถั่วพูกุ้งสด,กระเช้าน้ำพริก,ปอเปี๊ยะทอด,ปลาแห้งแตงโม,ยำถั่วพูกุ้งสด,ปูไข่ดอง
ปูไข่ดอง,ทะเลลวกจิ้ม,ปอเปี๊ยะทอด,ยำถั่วพูกุ้งสด,,,
ปอเปี๊ยะทอด,ปลาแห้งแตงโม,,,,,
ปูไข่ดอง,ทะเลลวกจิ้ม,ปอเปี๊ยะทอด,ยำถั่วพูกุ้งสด,ปลาแห้งแตงโม,,
ปลาแห้งแตงโม,ยำดอกไม้,ปอเปี๊ยะทอด,ปูไข่ดอง,,,
กระเช้าน้ำพริก,ใบเหลียงผัดไข่,ยำถั่วพูกุ้งสด,ยำดอกไม้,ยำกุนเชียง,,
ใบเหลียงผัดไข่,ยำกุนเชียง,ปูไข่ดอง,ยำถั่วพูกุ้งสด,ปลาแห้งแตงโม,ปอเปี๊ยะทอด,
ใบเหลียงผัดไข่,ปลาแห้งแตงโม,ปอเปี๊ยะทอด,ทะเลลวกจิ้ม,ปูไข่ดอง,ยำดอกไม้,ยำกุนเชียง
ใบเหลียงผัดไข่,ปูไข่ดอง,ทะเลลวกจิ้ม,ยำกุนเชียง,ปลาแห้งแตงโม,ยำถั่วพูกุ้งสด,ยำดอกไม้
ทะเลลวกจิ้ม,ทะเลลวกจิ้ม,ปอเปี๊ยะทอด,ยำถั่วพูกุ้งสด,ปลาแห้งแตงโม,,
ปอเปี๊ยะทอด,ทะเลลวกจิ้ม,กระเช้าน้ำพริก,ยำถั่วพูกุ้งสด,ปลาแห้งแตงโม,,
ปลาแห้งแตงโม,ยำดอกไม้,ใบเหลียงผัดไข่,,,,
กระเช้าน้ำพริก,ใบเหลียงผัดไข่,กระเช้าน้ำพริก,ยำดอกไม้,ยำถั่วพูกุ้งสด,ยำกุนเชียง,กระเช้าน้ำพริก
ใบเหลียงผัดไข่,ยำดอกไม้,ใบเหลียงผัดไข่,ปูไข่ดอง,,,
กระเช้าน้ำพริก,ใบเหลียงผัดไข่,ทะเลลวกจิ้ม,ยำดอกไม้,ยำกุนเชียง,,
ใบเหลียงผัดไข่,ยำกุนเชียง,ยำถั่วพูกุ้งสด,ยำถั่วพูกุ้งสด,ปลาแห้งแตงโม,ปอเปี๊ยะทอด,
กระเช้าน้ำพริก,ปลาแห้งแตงโม,กระเช้าน้ำพริก,ทะเลลวกจิ้ม,ยำดอกไม้,ปอเปี๊ยะทอด,ปูไข่ดอง
ปูไข่ดอง,ทะเลลวกจิ้ม,ใบเหลียงผัดไข่,ยำถั่วพูกุ้งสด,ปลาแห้งแตงโม,,
กระเช้าน้ำพริก,ปอเปี๊ยะทอด,กระเช้าน้ำพริก,ใบเหลียงผัดไข่,ยำกุนเชียง,ปลาแห้งแตงโม,ยำถั่วพูกุ้งสด
ใบเหลียงผัดไข่,ยำกุนเชียง,ใบเหลียงผัดไข่,กระเช้าน้ำพริก,ทะเลลวกจิ้ม,,
ปลาแห้งแตงโม,เมี่ยงคำ,ทะเลลวกจิ้ม,ไส้อั่วเมืองแพร่,,,
ปลาดุกฟูราดพริกขิง,ปลาดุกฟูราดพริกขิง,ยำถั่วพูกุ้งสด,ยำดอกไม้,แกงมัสมั่นผักมังสวิรัติ/ เจ,,
เนื้อสะโพกย่างบุรีรัมย์,ปลาหมึกผัดไข่เค็ม,ผัดแขนงหมูกรอบ,,,,
ปอเปี๊ยะทอด,แกงมัสมั่นทุเรียนไก่,แกงคั่วเนื้อปูใบชะครามสุราษฎร์,,,,
แกงเขียวหวานปลาดุก,กะหล่ำปลีผัดน้ำปลา,ยำวุ้นเส้นคิมูระซัง ใส่กระเทียมดอง,คอหมูย่าง,เนื้อสะโพกย่างบุรีรัมย์,ไข่เจียวหมูสับ,
ต้มแซ่บกระดูกหมู,แกงมัสมั่นทุเรียนไก่,ผัดผักบุ้งไฟแดง,,,,
ยำดอกไม้,ใบเหลียงผัดไข่,,,,,
คอหมูย่าง,ปลากะพงทอดสามรส,ผัดแขนงหมูกรอบ,แกงเขียวหวานหมูตุ๋นพริกขี้หนู,,,
ปอเปี๊ยะทอด,คอหมูย่าง,ต้มแซ่บกระดูกหมู,แกงเลียงกุ้ง,แกงเขียวหวานปลาดุก,,
เนื้อสะโพกย่างบุรีรัมย์,ยำวุ้นเส้นคิมูระซัง ใส่กระเทียมดอง,ทะเลลวกจิ้ม,ต้มโคล้งปลาสลิด,ยำถั่วพูกุ้งสด,,
ผัดไทย,ปลาดุกฟูราดพริกขิง,ยำดอกไม้,ทับทิมกรอบทรงเครื่องมะพร้าวกะทิ,,,
ปอเปี๊ยะทอด,ทะเลลวกจิ้ม,ไข่เจียวกุ้งสับ,แกงมัสมั่นทุเรียนไก่,เนื้อปูผัดผงกะหรี่,เนื้อริบอายบุรีรัมย์ย่าง,ข้าวเหนียวมะม่วง
คอหมูย่าง,ปลากะพงทอดสามรส,แกงมัสมั่นทุเรียนไก่,,,,
ผัดผักบุ้งไฟแดง,ผัดวุ้นเส้นใส่ไข่,ทะเลลวกจิ้ม,,,,
ปูนิ่มผัดผงกะหรี่,เมี่ยงคำ,ข้าวตังหน้าตั้ง ,ปลาแห้งแตงโม,แกงคั่วเนื้อปูใบชะครามสุราษฎร์,ไข่เจียวใส่ไช้โป้วและโหระพา,น้ำพริกกะปิปลาทูทอด
ข้าวสวยหอมมะลิ,ทะเลลวกจิ้ม,แกงคั่วเนื้อปูใบชะครามสุราษฎร์,,,,
เนื้อสะโพกย่างบุรีรัมย์,ข้าวผัดปู,ข้าวสวยหอมมะลิ,,,,
เนื้อสะโพกย่างบุรีรัมย์,ส้มตำทะเล,ปลากะพงทอดน้ำปลา,,,,
เมี่ยงคำ,ข้าวอบกุนเชียงใส่ไก่,แกงเขียวหวานปลาดุก,เสือร้องไห้,ยำดอกไม้,,
ปลาแห้งแตงโม,คอหมูย่าง,ผัดวุ้นเส้นใส่ไข่,ปูนิ่มผัดผงกะหรี่,ข้าวกล้อง,,
ปีกไก่ทอดน้ำปลา,แกงคั่วเนื้อปูใบชะครามสุราษฎร์,ยำดอกไม้,เนื้อสะโพกย่างบุรีรัมย์,ผัดวุ้นเส้นใส่ไข่,ทับทิมกรอบทรงเครื่องมะพร้าวกะทิ,ข้าวสวยหอมมะลิ
ปอเปี๊ยะทอด,ข้าวสวยหอมมะลิ,ทะเลลวกจิ้ม,,,,
แกงเขียวหวานหมูตุ๋นพริกขี้หนู,ข้าวสวยหอมมะลิ,เสือร้องไห้,ทะเลลวกจิ้ม,,,
ปลาแห้งแตงโม,ทะเลลวกจิ้ม,เสือร้องไห้,,,,
เมี่ยงคำ,ทะเลลวกจิ้ม,เสือร้องไห้,,,,
ทะเลลวกจิ้ม,ไส้อั่วเมืองแพร่,ปลาดุกฟูราดพริกขิง,,,,
ปลาดุกฟูราดพริกขิง,ยำถั่วพูกุ้งสด,ทะเลลวกจิ้ม,,,,
ยำดอกไม้,แกงมัสมั่นผักมังสวิรัติ/ เจ,เนื้อสะโพกย่างบุรีรัมย์,ปลาหมึกผัดไข่เค็ม,,,
ผัดแขนงหมูกรอบ,ปอเปี๊ยะทอด,แกงมัสมั่นทุเรียนไก่,แกงคั่วเนื้อปูใบชะครามสุราษฎร์,,,
น้ำพริกกะปิปลาทูทอด,เนื้อริบอายบุรีรัมย์ย่าง,ปลากะพงทอดน้ำปลา,ต้มโคล้งปลาสลิด,,,
ข้าวสวยหอมมะลิ,ข้าวกล้อง,แกงมัสมั่นทุเรียนไก่,,,,
เมี่ยงคำ,ข้าวตังหน้าตั้ง ,ปลาแห้งแตงโม,แกงคั่วเนื้อปูใบชะครามสุราษฎร์,,,
ไข่เจียวใส่ไช้โป้วและโหระพา,น้ำพริกกะปิปลาทูทอด,ปลากะพงทอดสามรส,ผัดผักบุ้งไฟแดง,ผัดวุ้นเส้นใส่ไข่,ทะเลลวกจิ้ม,ปูนิ่มผัดผงกะหรี่
ใบเหลียงผัดไข่,แกงเลียงกุ้ง,ปลากะพงทอดน้ำปลา,ยำถั่วพูกุ้งสด,ข้าวสวยหอมมะลิ,,
ข้าวสวยหอมมะลิ,ไข่เจียวโคตรปู,แกงเผ็ดเป็ดย่างโฟร์ซีซั่น,เสือร้องไห้,,,
เสือร้องไห้,เมี่ยงคำ,ยำปลาสลิดไข่เค็ม,ข้าวผัดปู,,,
ม้าฮ่อ,คอหมูย่าง,เสือร้องไห้,ผัดวุ้นเส้นใส่ไข่,,,
เสือร้องไห้,ยำดอกไม้,ปลาแห้งแตงโม,คอหมูย่าง,ผัดวุ้นเส้นใส่ไข่,ปูนิ่มผัดผงกะหรี่,ข้าวกล้อง
ยำดอกไม้,ใบเหลียงผัดไข่,คอหมูย่าง,ปลากะพงทอดสามรส,,,
ปูนิ่มผัดผงกะหรี่,ข้าวกล้อง,ปีกไก่ทอดน้ำปลา,แกงคั่วเนื้อปูใบชะครามสุราษฎร์,ยำดอกไม้,,
เนื้อสะโพกย่างบุรีรัมย์,ข้าวผัดปู,ข้าวสวยหอมมะลิ,เนื้อสะโพกย่างบุรีรัมย์,ส้มตำทะเล,ปลากะพงทอดน้ำปลา,เมี่ยงคำ
ปลาดุกฟูราดพริกขิง,ปูนิ่มผัดผงกะหรี่,ยำถั่วพูกุ้งสด,ยำดอกไม้,แกงมัสมั่นผักมังสวิรัติ/ เจ,เนื้อสะโพกย่างบุรีรัมย์,ปลาหมึกผัดไข่เค็ม
ข้าวสวยหอมมะลิ,ข้าวกล้อง,แกงมัสมั่นทุเรียนไก่,เมี่ยงคำ,ข้าวตังหน้าตั้ง ,ปลาแห้งแตงโม,แกงคั่วเนื้อปูใบชะครามสุราษฎร์
ยำดอกไม้,กระเช้าน้ำพริก,ปูไข่ดอง,เนื้อสะโพกย่างบุรีรัมย์,,,
เนื้อสะโพกย่างบุรีรัมย์,ปูไข่ดอง,ยำกุนเชียง,ปอเปี๊ยะทอด,,,
แกงมัสมั่นทุเรียนไก่,ใบเหลียงผัดไข่,ใบเหลียงผัดไข่,แกงเขียวหวานปลาดุก,,,
ปลากะพงทอดน้ำปลา,ใบเหลียงผัดไข่,ทะเลลวกจิ้ม,ต้มแซ่บกระดูกหมู,,,
แกงมัสมั่นทุเรียนไก่,ยำถั่วพูกุ้งสด,ยำกุนเชียง,ยำดอกไม้,,,
ปลาแห้งแตงโม,ปลาแห้งแตงโม,ปูไข่ดอง,คอหมูย่าง,,,
ปลากะพงทอดสามรส,ยำถั่วพูกุ้งสด,ปูไข่ดอง,ปอเปี๊ยะทอด,,,
ปลากะพงทอดน้ำปลา,ทะเลลวกจิ้ม,ใบเหลียงผัดไข่,เนื้อสะโพกย่างบุรีรัมย์,,,
แกงเผ็ดเป็ดย่างโฟร์ซีซั่น,ปลาแห้งแตงโม,ยำกุนเชียง,ผัดไทย,,,
ยำปลาสลิดไข่เค็ม,ทะเลลวกจิ้ม,ใบเหลียงผัดไข่,ปอเปี๊ยะทอด,,,
คอหมูย่าง,ยำดอกไม้,ใบเหลียงผัดไข่,คอหมูย่าง,,,
ผัดผักบุ้งไฟแดง,ใบเหลียงผัดไข่,ใบเหลียงผัดไข่,ผัดผักบุ้งไฟแดง,,,
ปูนิ่มผัดผงกะหรี่,ยำกุนเชียง,ปอเปี๊ยะทอด,ปูนิ่มผัดผงกะหรี่,,,
ข้าวสวยหอมมะลิ,ปลาแห้งแตงโม,ใบเหลียงผัดไข่,ข้าวสวยหอมมะลิ,,,
เนื้อสะโพกย่างบุรีรัมย์,ปูไข่ดอง,แกงมัสมั่นผักมังสวิรัติ/ เจ,เนื้อสะโพกย่างบุรีรัมย์,,,
เนื้อสะโพกย่างบุรีรัมย์,ทะเลลวกจิ้ม,ปอเปี๊ยะทอด,แกงเขียวหวานหมูตุ๋นพริกขี้หนู,,,
เมี่ยงคำ,ทะเลลวกจิ้ม,เนื้อริบอายบุรีรัมย์ย่าง,เมี่ยงคำ,,,
ปลาแห้งแตงโม,ยำดอกไม้,ข้าวกล้อง,ปลาแห้งแตงโม,,,
ปีกไก่ทอดน้ำปลา,ใบเหลียงผัดไข่,ข้าวตังหน้าตั้ง ,ปีกไก่ทอดน้ำปลา,,,
ยำดอกไม้,ยำดอกไม้,น้ำพริกกะปิปลาทูทอด,แกงเขียวหวานหมูตุ๋นพริกขี้หนู,,,
ผัดแขนงหมูกรอบ,ใบเหลียงผัดไข่,แกงเลียงกุ้ง,ปลาแห้งแตงโม,,,
น้ำพริกกะปิปลาทูทอด,ยำกุนเชียง,ไข่เจียวโคตรปู,เนื้อสะโพกย่างบุรีรัมย์,,,
ข้าวสวยหอมมะลิ,ปลาแห้งแตงโม,เมี่ยงคำ,เมี่ยงคำ,,,
เมี่ยงคำ,ทะเลลวกจิ้ม,คอหมูย่าง,ทะเลลวกจิ้ม,,,
ไข่เจียวใส่ไช้โป้วและโหระพา,ปอเปี๊ยะทอด,ยำดอกไม้,ปลาดุกฟูราดพริกขิง,,,
ใบเหลียงผัดไข่,ยำกุนเชียง,ใบเหลียงผัดไข่,ยำดอกไม้,,,
ข้าวสวยหอมมะลิ,ใบเหลียงผัดไข่,ข้าวกล้อง,ผัดแขนงหมูกรอบ,,,
เสือร้องไห้,ใบเหลียงผัดไข่,ข้าวผัดปู,น้ำพริกกะปิปลาทูทอด,,,
ม้าฮ่อ,ใบเหลียงผัดไข่,ปูนิ่มผัดผงกะหรี่,ข้าวสวยหอมมะลิ,,,
เสือร้องไห้,ปอเปี๊ยะทอด,ข้าวกล้อง,เมี่ยงคำ,,,
ยำดอกไม้,ใบเหลียงผัดไข่,ยำถั่วพูกุ้งสด,ไข่เจียวใส่ไช้โป้วและโหระพา,,,
ปูนิ่มผัดผงกะหรี่,กระเช้าน้ำพริก,คอหมูย่าง,ใบเหลียงผัดไข่,,,
เนื้อสะโพกย่างบุรีรัมย์,กระเช้าน้ำพริก,ผัดผักบุ้งไฟแดง,ข้าวสวยหอมมะลิ,,,
ปลาดุกฟูราดพริกขิง,ยำถั่วพูกุ้งสด,ปูนิ่มผัดผงกะหรี่,เสือร้องไห้,,,
ข้าวสวยหอมมะลิ,กระเช้าน้ำพริก,ข้าวสวยหอมมะลิ,ม้าฮ่อ,,,
ปูนิ่มผัดผงกะหรี่,ใบเหลียงผัดไข่,เนื้อสะโพกย่างบุรีรัมย์,เสือร้องไห้,,,
ข้าวสวยหอมมะลิ,ปูไข่ดอง,แกงเขียวหวานหมูตุ๋นพริกขี้หนู,ยำดอกไม้,,,
เนื้อสะโพกย่างบุรีรัมย์,ปูไข่ดอง,เมี่ยงคำ,ปูนิ่มผัดผงกะหรี่,,,
แกงเขียวหวานหมูตุ๋นพริกขี้หนู,ปอเปี๊ยะทอด,ปลาแห้งแตงโม,เนื้อสะโพกย่างบุรีรัมย์,,,
เมี่ยงคำ,ปูไข่ดอง,ปีกไก่ทอดน้ำปลา,ปลาดุกฟูราดพริกขิง,,,
ปลาแห้งแตงโม,ปลาแห้งแตงโม,แกงเขียวหวานหมูตุ๋นพริกขี้หนู,ข้าวสวยหอมมะลิ,,,
ปีกไก่ทอดน้ำปลา,กระเช้าน้ำพริก,ปลาแห้งแตงโม,ปอเปี๊ยะทอด,,,
แกงเขียวหวานหมูตุ๋นพริกขี้หนู,ใบเหลียงผัดไข่,เนื้อสะโพกย่างบุรีรัมย์,เนื้อสะโพกย่างบุรีรัมย์,,,
ปลาแห้งแตงโม,ใบเหลียงผัดไข่,เมี่ยงคำ,ผัดไทย,,,
เนื้อสะโพกย่างบุรีรัมย์,ทะเลลวกจิ้ม,ทะเลลวกจิ้ม,ปอเปี๊ยะทอด,,,
เมี่ยงคำ,ทะเลลวกจิ้ม,ทะเลลวกจิ้ม,คอหมูย่าง,,,
ทะเลลวกจิ้ม,ยำดอกไม้,แกงเขียวหวานปลาดุก,ผัดผักบุ้งไฟแดง,,,
ปลาแห้งแตงโม,ใบเหลียงผัดไข่,ยำถั่วพูกุ้งสด,ปูนิ่มผัดผงกะหรี่,,,
ปลาแห้งแตงโม,ยำดอกไม้,ทะเลลวกจิ้ม,ข้าวสวยหอมมะลิ,,,
เมี่ยงคำ,ใบเหลียงผัดไข่,เนื้อปูผัดผงกะหรี่,เนื้อสะโพกย่างบุรีรัมย์,,,
ปลาแห้งแตงโม,ยำกุนเชียง,ใบเหลียงผัดไข่,ข้าวกล้อง,,,
ปีกไก่ทอดน้ำปลา,ปลาแห้งแตงโม,ข้าวกล้อง,กระเช้าน้ำพริก,,,
แกงเขียวหวานหมูตุ๋นพริกขี้หนู,ทะเลลวกจิ้ม,ข้าวผัดปู,ปูไข่ดอง,,,
ปลาแห้งแตงโม,ปอเปี๊ยะทอด,ปูนิ่มผัดผงกะหรี่,ใบเหลียงผัดไข่,,,
เนื้อสะโพกย่างบุรีรัมย์,ยำกุนเชียง,ข้าวกล้อง,ใบเหลียงผัดไข่,,,
เมี่ยงคำ,ใบเหลียงผัดไข่,ยำถั่วพูกุ้งสด,ยำถั่วพูกุ้งสด,,,
ทะเลลวกจิ้ม,แกงคั่วเนื้อปูใบชะครามสุราษฎร์,คอหมูย่าง,ปลาแห้งแตงโม,,,
